Reference,London Borough Name,Casualty Class,Casualty Sex,Casualty Age Band,Casualty Age,Number Of Casualties,Casualty Severity,Pedestrian Location,Pedestrian Movement,Mode Of Travel,Attendant Location,Number Of Vehicles,Date,Day,Time,Highway,Road Class 1,Road Number 1,Road Type,Speed Limit,Junction Detail,Junction Control,Road Class 2,Road Number 2,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Easting,Northing,Longitude,Latitude,Ward Code,Ward Name,Spatial Accuracy,Location,Organisation URI,Socrata ID,Last Uploaded
1180113956,CAMDEN,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car,FINCHLEY ROAD 30M W OF J/W PARSIFAL ROAD,2,10/06/2018 11:30:00 AM,Sunday,11.30,1 TLRN,A,41,3 Dual Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,9 Unknown (S/R),1 Daylight,1 Fine,1 Road-Dry,4 Roadworks,0 None,525358,185595,-0.193184,51.555323,,,Unknown,"(51.555323, -0.193184)",http://opendatacommunities.org/id/london-borough-council/camden,8068,21/12/2020 02:48:42 PM
1170064517,CAMDEN,2 Passenger,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car,SOUTHAMPTON ROW WC1 J/W HIGH HOLBORN WC1,2,14/10/2017 01:30:00 AM,Saturday,1.30,3 Bor,A,4200,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,40,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530510,181530,-0.120418,51.517625,,,Unknown,"(51.517625, -0.120418)",http://opendatacommunities.org/id/london-borough-council/camden,7423,21/12/2020 02:48:40 PM
0115EK40429,CAMDEN,2 Passenger,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car,CAMDEN ROAD J/W ROUSDEN STREET,3,29/05/2015 01:55:00 PM,Friday,13.55,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529220,184240,-0.138006,51.542276,,,Unknown,"(51.542276, -0.138006)",http://opendatacommunities.org/id/london-borough-council/camden,4921,21/12/2020 02:48:36 PM
0115EK40538,CAMDEN,2 Passenger,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi,SOUTHAMPTON ROW J/W THEOBALD'S ROAD,3,03/07/2015 02:59:00 PM,Friday,14.59,3 Bor,A,4200,3 Dual Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,401,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530460,181650,-0.121094,51.518715,,,Unknown,"(51.518715, -0.121094)",http://opendatacommunities.org/id/london-borough-council/camden,5025,21/12/2020 02:48:36 PM
1170078145,CAMDEN,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,CAMLEY STREET J/W CEDAR WAY,2,15/12/2017 11:26:00 AM,Friday,11.26,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,2 Road-Wet,0 None,0 None,529650,184050,-0.131879,51.54047,,,Unknown,"(51.54047, -0.131879)",http://opendatacommunities.org/id/london-borough-council/camden,7614,21/12/2020 02:48:41 PM
0115EK40937,CAMDEN,3 Pedestrian,2 Female,25-59,57,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian,QUEX ROAD J/W KINGSGATE ROAD.,1,21/10/2015 03:14:00 PM,Wednesday,15.14,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,525280,183880,-0.194919,51.539928,,,Unknown,"(51.539928, -0.194919)",http://opendatacommunities.org/id/london-borough-council/camden,5368,21/12/2020 02:48:37 PM
0115EK40865,CAMDEN,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,FINCHLEY ROAD 40M SE OF LANGLAND GARDENS,2,21/09/2015 09:29:00 AM,Monday,9.29,1 TLRN,A,41,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525930,185200,-0.185079,51.551646,,,Unknown,"(51.551646, -0.185079)",http://opendatacommunities.org/id/london-borough-council/camden,5313,21/12/2020 02:48:37 PM
1190209974,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,46,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,3 POWERED 2 WHEELER,"On Maple Street, 25 metres west of the junction with Cypress Place .",2,02/10/2019 08:00:00 PM,Wednesday,20.00,3 BOR,6,0,2 ONE-WAY ST,20,00 NO JUN IN 20M,,0,0,9 UNKNOWN (S/R),1 DARK,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529320,182067,-0.137362,51.522724,,,Unknown,"(51.522724, -0.137362)",http://opendatacommunities.org/id/london-borough-council/camden,9413,21/12/2020 02:48:44 PM
0116EK40645,CAMDEN,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car,GOWER STREET J/W TORRINGTON PLACE.,2,13/08/2016 09:58:00 PM,Saturday,21.58,3 Bor,A,400,2 One-Way St,1 <= 20 MPH,6 Crossroads,2 Auto Sig,C,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529650,182040,-0.132618,51.522406,,,Unknown,"(51.522406, -0.132618)",http://opendatacommunities.org/id/london-borough-council/camden,6506,21/12/2020 02:48:39 PM
0116EK40522,CAMDEN,3 Pedestrian,2 Female,16-24,23,1,3 Slight,09 In Road - Not Crossing,6 In Rd Not Crossing Msk,1 Pedestrian,FINCHLEY ROAD J/W ALVANLEY GARDENS,1,14/07/2016 07:35:00 AM,Thursday,7.35,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,2 Auto Sig,Unclassified,0,5 Pedn Phase At Ats,1 Daylight,9 Unknown,1 Road-Dry,0 None,0 None,525720,185310,-0.188067,51.552682,,,Unknown,"(51.552682, -0.188067)",http://opendatacommunities.org/id/london-borough-council/camden,6424,21/12/2020 02:48:38 PM
0115EK40219,CAMDEN,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,NFL- EUSTON ROAD 46M SW OF J/W MIDLAND ROAD,2,20/03/2015 09:45:00 PM,Friday,21.45,1 TLRN,A,501,3 Dual Cwy,3 40 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530030,182770,-0.126875,51.528879,,,Unknown,"(51.528879, -0.126875)",http://opendatacommunities.org/id/london-borough-council/camden,4752,21/12/2020 02:48:36 PM
1180117587,CAMDEN,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,GLOUCESTER AVENUE 53M W OF J/W EDIS STREET,2,29/06/2018 03:59:00 PM,Friday,15.59,3 Bor,Unclassified,0,6 Single Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528240,184050,-0.152199,51.540792,,,Unknown,"(51.540792, -0.152199)",http://opendatacommunities.org/id/london-borough-council/camden,8129,21/12/2020 02:48:42 PM
1170080072,CAMDEN,3 Pedestrian,1 Male,25-59,55,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,MALDEN ROAD J/W MALDEN PLACE,1,24/12/2017 05:20:00 PM,Sunday,17.20,3 Bor,B,517,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,528030,185130,-0.154833,51.550545,,,Unknown,"(51.550545, -0.154833)",http://opendatacommunities.org/id/london-borough-council/camden,7630,21/12/2020 02:48:41 PM
0115EK40712,CAMDEN,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,EUSTON ROAD 40M NE OF GOWER STREET,1,14/07/2015 04:45:00 PM,Tuesday,16.45,1 TLRN,A,501,3 Dual Cwy,3 40 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529440,182390,-0.135515,51.5256,,,Unknown,"(51.5256, -0.135515)",http://opendatacommunities.org/id/london-borough-council/camden,5184,21/12/2020 02:48:37 PM
0116EK40327,CAMDEN,3 Pedestrian,1 Male,25-59,38,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian,VERNON PLACE J/W BLOOMSBURY SQUARE.,1,07/05/2016 07:45:00 PM,Saturday,19.45,3 Bor,A,401,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530420,181640,-0.121674,51.518634,,,Unknown,"(51.518634, -0.121674)",http://opendatacommunities.org/id/london-borough-council/camden,6258,21/12/2020 02:48:38 PM
0115EK41122,CAMDEN,1 Driver/Rider,2 Female,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,PARKER STREET J/W NEWTON STREET,2,14/12/2015 04:45:00 PM,Monday,16.45,3 Bor,Unclassified,0,6 Single Cwy,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,530470,181370,-0.121054,51.516196,,,Unknown,"(51.516196, -0.121054)",http://opendatacommunities.org/id/london-borough-council/camden,5533,21/12/2020 02:48:37 PM
1190162980,CAMDEN,3 PEDESTRIAN,1 MALE,0-15,13,1,2 SERIOUS,01 CROSSING ROAD ON PED XING,1 FROM DRIVERS N/SIDE,1 PEDESTRIAN,"On Camden Road, near the junction with Gordon street.",1,12/02/2019 10:45:00 AM,Tuesday,10.45,1 TLRN,A,501,3 DUAL CWY,30,06 CROSSROADS,2 AUTO SIG,5,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,529573,182472,-0.133569,51.526306,,,Unknown,"(51.526306, -0.133569)",http://opendatacommunities.org/id/london-borough-council/camden,8776,21/12/2020 02:48:43 PM
1190191052,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,27,1,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Bloomsbury Way, near the junction with Bury Place.",2,02/07/2019 08:45:00 AM,Tuesday,8.45,3 BOR,A,40,6 SINGLE CWY,20,03 T/STAG JUN,2 AUTO SIG,6,0,9 UNKNOWN (S/R),2 DAYLIGHT,8 OTHER,1 ROAD-DRY,0 NONE,0 NONE,530242,181521,-0.124282,51.517606,,,Unknown,"(51.517606, -0.124282)",http://opendatacommunities.org/id/london-borough-council/camden,9152,21/12/2020 02:48:44 PM
1190216658,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,37,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On Clerkenwell Road, 25 metres west of the junction with a201.. The nearest classified road was the A201. The nearest classified road was the A201",1,17/09/2019 12:00:00 PM,Tuesday,12.00,3 BOR,A,5201,9 UNKNOWN,30,00 NO JUN IN 20M,,0,0,9 UNKNOWN (S/R),2 DAYLIGHT,9 UNKNOWN,9 UNKNOWN (S/R),9 UNKNOWN (S/R),9 UNKNOWN (S/R),531107,182015,-0.111639,51.521846,,,Unknown,"(51.521846, -0.111639)",http://opendatacommunities.org/id/london-borough-council/camden,9500,21/12/2020 02:48:44 PM
1190186273,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,50,1,2 SERIOUS,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,2 PEDAL CYCLE,"On LEVERTON PLACE, 20 metres south of the junction with KENTISH TOWN ROAD.",2,10/06/2019 09:20:00 AM,Monday,9.20,3 BOR,A,400,6 SINGLE CWY,20,03 T/STAG JUN,4 GIVE WAY/UNCONTROLLED,6,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,2 RAINING,2 ROAD-WET,0 NONE,0 NONE,529005,185217,-0.140747,51.551105,,,Unknown,"(51.551105, -0.140747)",http://opendatacommunities.org/id/london-borough-council/camden,9081,21/12/2020 02:48:44 PM
1180138658,CAMDEN,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,BARKER DRIVE J/W ST PANCRAS WAY,2,12/10/2018 03:19:00 PM,Friday,15.19,3 Bor,Unclassified,0,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,A,5202,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529400,184060,-0.135478,51.540617,,,Unknown,"(51.540617, -0.135478)",http://opendatacommunities.org/id/london-borough-council/camden,8421,21/12/2020 02:48:43 PM
0116EK40667,CAMDEN,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,TOTTENHAM COURT ROAD J/W EUSTON ROAD.,2,24/08/2016 02:20:00 PM,Wednesday,14.20,1 TLRN,A,400,6 Single Cwy,2 30 MPH,6 Crossroads,2 Auto Sig,A,501,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529260,182290,-0.138145,51.524742,,,Unknown,"(51.524742, -0.138145)",http://opendatacommunities.org/id/london-borough-council/camden,6512,21/12/2020 02:48:39 PM
0116EK40617,CAMDEN,2 Passenger,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car,"CAMDEN ROAD, 65 METRES SW OF CAMDEN STREET.",2,26/08/2016 12:20:00 AM,Friday,0.20,1 TLRN,A,503,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,4 Pelican Or Similar,2 Dark,2 Raining,2 Road-Wet,0 None,0 None,529030,184000,-0.140832,51.540162,,,Unknown,"(51.540162, -0.140832)",http://opendatacommunities.org/id/london-borough-council/camden,6495,21/12/2020 02:48:39 PM
1190158856,CAMDEN,1 DRIVER/RIDER,1 MALE,25-59,39,2,3 SLIGHT,'-2 NOT APPLICABLE,'-2 NOT APPLICABLE,6 BUS OR COACH,"On Bloomsbury Street, near the junction with streatham street.",2,22/01/2019 10:05:00 AM,Tuesday,10.05,3 BOR,A,400,2 ONE-WAY ST,20,06 CROSSROADS,4 GIVE WAY/UNCONTROLLED,6,0,5 PEDN PHASE AT ATS,2 DAYLIGHT,1 FINE,1 ROAD-DRY,0 NONE,0 NONE,530036,181481,-0.127264,51.517294,,,Unknown,"(51.517294, -0.127264)",http://opendatacommunities.org/id/london-borough-council/camden,8712,21/12/2020 02:48:43 PM
1160008235,CAMDEN,2 Passenger,1 Male,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car,FLEET ROAD 5M W OF J/W PARK HILL ROAD,2,21/12/2016 05:40:00 PM,Wednesday,17.40,3 Bor,C,0,2 One-Way St,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,527711,185391,-0.159337,51.552963,,,Unknown,"(51.552963, -0.159337)",http://opendatacommunities.org/id/london-borough-council/camden,5794,21/12/2020 02:48:37 PM
0115EK40258,CAMDEN,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,HIGH HOLBORN J/W RED LION STREET,2,08/04/2015 02:31:00 PM,Wednesday,14.31,3 Bor,A,40,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,C,0,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530770,181570,-0.116658,51.517924,,,Unknown,"(51.517924, -0.116658)",http://opendatacommunities.org/id/london-borough-council/camden,4789,21/12/2020 02:48:36 PM
1170038558,CAMDEN,1 Driver/Rider,1 Male,25-59,37,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler,CLERKENWELL ROAD 10M W OF J/W LAYSTALL STREET,2,19/05/2017 06:12:00 PM,Friday,18.12,3 Bor,A,5201,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,6 Ped In Cwy (Not Inj),531130,182020,-0.111306,51.521885,,,Unknown,"(51.521885, -0.111306)",http://opendatacommunities.org/id/london-borough-council/camden,6985,21/12/2020 02:48:39 PM
0115YR90296,CAMDEN,1 Driver/Rider,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,HIGHGATE HIGH STREET J/W CHOLMELEY PARK,2,03/03/2015 08:00:00 AM,Tuesday,8.00,3 Bor,B,519,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528670,187320,-0.144807,51.570081,,,Unknown,"(51.570081, -0.144807)",http://opendatacommunities.org/id/london-borough-council/camden,5637,21/12/2020 02:48:37 PM
1170024778,CAMDEN,3 Pedestrian,1 Male,25-59,27,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian,HIGH HOLBORN J/W SOUTHAMPTON ROWE,1,13/03/2017 07:45:00 AM,Monday,7.45,3 Bor,A,4200,2 One-Way St,1 <= 20 MPH,6 Crossroads,2 Auto Sig,A,40,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530500,181530,-0.120562,51.517627,,,Unknown,"(51.517627, -0.120562)",http://opendatacommunities.org/id/london-borough-council/camden,6774,21/12/2020 02:48:39 PM
1180089724,CAMDEN,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,KINGSWAY J/W PARKER STREET,1,12/02/2018 05:55:00 PM,Monday,17.55,3 Bor,A,4200,3 Dual Cwy,1 <= 20 MPH,6 Crossroads,2 Auto Sig,Unclassified,0,4 Pelican Or Similar,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,530552,181420,-0.119854,51.516627,,,Unknown,"(51.516627, -0.119854)",http://opendatacommunities.org/id/london-borough-council/camden,7741,21/12/2020 02:48:41 PM
1180104943,CAMDEN,3 Pedestrian,2 Female,25-59,52,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian,GUILFORD STREET 25M W OF J/W GRAYS INN ROAD THE NEAREST CLASSIFIED,1,30/04/2018 09:00:00 AM,Monday,9.00,3 Bor,B,502,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,1 Zebra,1 Daylight,5 Raining/High Winds,9 Unknown (S/R),9 Unknown (S/R),9 Unknown (S/R),530580,182200,-0.119162,51.52363,,,Unknown,"(51.52363, -0.119162)",http://opendatacommunities.org/id/london-borough-council/camden,7941,21/12/2020 02:48:41 PM
1170075836,CAMDEN,1 Driver/Rider,1 Male,25-59,32,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle,PANCRAS ROAD J/W MIDLAND ROAD,2,06/12/2017 05:54:00 PM,Wednesday,17.54,3 Bor,A,5202,6 Single Cwy,1 <= 20 MPH,3 T/Stag Jun,2 Auto Sig,A,5202,4 Pelican Or Similar,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529912,183249,-0.128398,51.533211,,,Unknown,"(51.533211, -0.128398)",http://opendatacommunities.org/id/london-borough-council/camden,7588,21/12/2020 02:48:41 PM
0116QK50279,CAMDEN,2 Passenger,2 Female,60+,84,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach,KILBURN HIGH ROD J/W BRONDESBURY ROAD,1,08/03/2016 12:20:00 PM,Tuesday,12.20,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,B,451,4 Pelican Or Similar,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525360,183710,-0.193827,51.538382,,,Unknown,"(51.538382, -0.193827)",http://opendatacommunities.org/id/london-borough-council/camden,6547,21/12/2020 02:48:39 PM
1170016031,CAMDEN,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car,KILBURN HIGH ROAD J/W WEST END LANE,2,02/02/2017 08:01:00 PM,Thursday,20.01,3 Bor,A,5,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,4 Pelican Or Similar,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525370,183680,-0.193693,51.53811,,,Unknown,"(51.53811, -0.193693)",http://opendatacommunities.org/id/london-borough-council/camden,6638,21/12/2020 02:48:39 PM
1180102496,CAMDEN,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,FINCHLEY ROAD J/W PARSIFAL ROAD,3,18/04/2018 07:20:00 PM,Wednesday,19.20,1 TLRN,A,41,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,525400,185550,-0.192595,51.55491,,,Unknown,"(51.55491, -0.192595)",http://opendatacommunities.org/id/london-borough-council/camden,7906,21/12/2020 02:48:41 PM
0116EK40165,CAMDEN,3 Pedestrian,2 Female,25-59,34,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian,"NFL - GOWER STREET, 30 METRES NW OF UNIVERSITY STREET.",1,14/03/2016 03:15:00 PM,Monday,15.15,3 Bor,A,400,2 One-Way St,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529510,182230,-0.134565,51.524146,,,Unknown,"(51.524146, -0.134565)",http://opendatacommunities.org/id/london-borough-council/camden,6120,21/12/2020 02:48:38 PM
1180106886,CAMDEN,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,RUSSELL SQUARE J/W BERNARD STREET,2,09/05/2018 07:05:00 PM,Wednesday,19.05,3 Bor,A,4200,2 One-Way St,1 <= 20 MPH,6 Crossroads,2 Auto Sig,B,504,5 Pedn Phase At Ats,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,530120,182090,-0.125829,51.522748,,,Unknown,"(51.522748, -0.125829)",http://opendatacommunities.org/id/london-borough-council/camden,7977,21/12/2020 02:48:42 PM
1180091154,CAMDEN,3 Pedestrian,1 Male,60+,74,1,1 Fatal,04 Crossing Road Within 50m Xing,4 From Drivers O/Side Msk,1 Pedestrian,KILBURN HIGH ROAD 25M N OF J/W BRONDESBURY ROAD,1,19/02/2018 10:50:00 AM,Monday,10.50,3 Bor,A,5,6 Single Cwy,2 30 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,5 Pedn Phase At Ats,1 Daylight,2 Raining,2 Road-Wet,0 None,0 None,525320,183740,-0.194393,51.538661,,,Unknown,"(51.538661, -0.194393)",http://opendatacommunities.org/id/london-borough-council/camden,7760,21/12/2020 02:48:41 PM
1180123250,CAMDEN,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,NFL CAMDEN HIGH STREET 10M N OF J/W SYMES MEWS,2,25/07/2018 07:25:00 PM,Wednesday,19.25,1 TLRN,A,502,2 One-Way St,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,9 Unknown (S/R),1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529130,183490,-0.139578,51.535556,,,Unknown,"(51.535556, -0.139578)",http://opendatacommunities.org/id/london-borough-council/camden,8203,21/12/2020 02:48:42 PM
1170029511,CAMDEN,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car,HILGROVE ROAD 50M E OF J/W ALEXANDRA ROAD,3,01/04/2017 03:03:00 PM,Saturday,15.03,3 Bor,B,509,6 Single Cwy,1 <= 20 MPH,0 No Jun In 20m,-2 Not Applicable,-2 Not Applicable,0,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,2 Other Object In Cwy,526470,184130,-0.177679,51.541909,,,Unknown,"(51.541909, -0.177679)",http://opendatacommunities.org/id/london-borough-council/camden,6837,21/12/2020 02:48:39 PM
1170032460,CAMDEN,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car,QUEEN'S CRESCENT J/W MALDEN ROAD,2,14/04/2017 05:15:00 PM,Friday,17.15,3 Bor,Unclassified,0,6 Single Cwy,1 <= 20 MPH,99 Unknown (S/R),9 Unknown (S/R),B,517,0 No Xing Facility In 50m,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,528140,184970,-0.153305,51.549082,,,Unknown,"(51.549082, -0.153305)",http://opendatacommunities.org/id/london-borough-council/camden,6888,21/12/2020 02:48:39 PM
0115EK40252,CAMDEN,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car,CAMDEN ROAD J/W ROUSDEN STREET,2,20/03/2015 08:53:00 PM,Friday,20.53,1 TLRN,A,503,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,529210,184220,-0.138157,51.542098,,,Unknown,"(51.542098, -0.138157)",http://opendatacommunities.org/id/london-borough-council/camden,4780,21/12/2020 02:48:36 PM
0115EK40352,CAMDEN,1 Driver/Rider,1 Male,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car,FORTUNE GREEN ROAD J/W ACHILLES ROAD,2,23/04/2015 09:00:00 PM,Thursday,21.00,3 Bor,B,510,6 Single Cwy,2 30 MPH,3 T/Stag Jun,4 Give Way/Uncontrolled,Unclassified,0,0 No Xing Facility In 50m,2 Dark,1 Fine,1 Road-Dry,0 None,0 None,525120,185470,-0.19666,51.554253,,,Unknown,"(51.554253, -0.19666)",http://opendatacommunities.org/id/london-borough-council/camden,4862,21/12/2020 02:48:36 PM
0116EK40002,CAMDEN,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle,BAYHAM STREET J/W PLENDER STREET,2,06/01/2016 11:40:00 AM,Wednesday,11.40,3 Bor,C,0,2 One-Way St,2 30 MPH,6 Crossroads,4 Give Way/Uncontrolled,Unclassified,0,1 Zebra,1 Daylight,1 Fine,1 Road-Dry,0 None,0 None,529190,183560,-0.138688,51.536172,,,Unknown,"(51.536172, -0.138688)",http://opendatacommunities.org/id/london-borough-council/camden,5977,21/12/2020 02:48:38 PM
